exon	sample1	sample2	sample3	sample4	sample5	sample6
ENSG00000005448:035	10	15	2	7	16	8
ENSG00000005448:036	0	0	0	1	0	0
ENSG00000005469:001	0	0	0	0	0	0
ENSG00000005469:002	0	0	0	0	0	0
ENSG00000005469:003	41	23	26	65	76	13
ENSG00000005469:004	0	0	0	0	0	0
ENSG00000005469:005	90	64	64	143	167	26
ENSG00000005469:006	146	121	124	255	267	41
ENSG00000005469:007	0	0	0	0	0	0
ENSG00000005469:008	177	149	139	286	280	49
ENSG00000005469:009	58	60	50	138	98	34
ENSG00000005469:010	112	116	90	174	179	33
ENSG00000005469:011	139	137	126	251	256	49
ENSG00000005469:012	126	109	120	252	250	48
ENSG00000005469:013	131	114	115	229	240	43
ENSG00000005469:014	0	0	0	0	0	0
ENSG00000005469:015	5	4	0	18	5	4
ENSG00000005469:016	136	102	96	207	228	42
ENSG00000005469:017	107	84	81	161	166	32
ENSG00000005469:018	91	66	68	130	129	25
ENSG00000005469:019	100	86	88	183	184	27
ENSG00000005469:020	127	101	112	226	219	35
ENSG00000005469:021	132	90	103	218	227	31
ENSG00000005469:022	134	104	106	234	213	32
ENSG00000005469:023	0	0	0	0	0	0
ENSG00000005469:024	133	125	120	253	232	27
ENSG00000005469:025	125	113	127	230	220	20
ENSG00000005469:026	107	100	98	198	182	29
ENSG00000005469:027	108	105	106	220	197	32
ENSG00000005469:028	121	127	119	253	220	41
ENSG00000005469:029	0	0	0	0	0	0
ENSG00000005469:030	502	476	474	929	882	139
ENSG00000005469:031	147	137	137	274	253	41
ENSG00000005471:001	0	0	0	0	0	0
ENSG00000005471:002	0	0	0	0	0	0
ENSG00000005471:003	0	0	0	0	0	0
ENSG00000005471:004	0	0	0	0	0	0
ENSG00000005471:005	0	0	0	0	0	0
ENSG00000005471:006	0	0	0	0	0	0
ENSG00000005471:007	0	0	0	0	0	0
ENSG00000005471:008	0	0	0	0	0	0
ENSG00000005471:009	0	0	0	0	0	0
ENSG00000005471:010	0	0	0	0	0	0
ENSG00000005471:011	0	0	0	0	0	0
ENSG00000005471:012	0	0	0	0	0	0
ENSG00000005471:013	0	0	0	0	0	0
ENSG00000005471:014	0	0	0	0	0	0
ENSG00000005471:015	0	0	0	0	0	0
ENSG00000005471:016	0	0	0	0	0	0
ENSG00000005471:017	0	0	0	0	0	0
ENSG00000005471:018	0	0	0	0	0	0
ENSG00000005471:019	0	0	0	0	0	0
ENSG00000005471:020	0	0	0	0	0	0
ENSG00000005471:021	0	0	0	0	0	0
ENSG00000005471:022	0	0	0	0	0	0
ENSG00000005471:023	0	0	0	0	0	0
ENSG00000005471:024	0	0	0	0	0	0
ENSG00000005471:025	0	0	0	0	0	0
ENSG00000005471:026	0	0	0	0	0	0
ENSG00000005471:027	0	0	0	0	0	0
ENSG00000005471:028	0	0	0	0	0	0
ENSG00000005471:029	0	0	0	0	0	0
ENSG00000005471:030	0	0	0	0	0	0
ENSG00000005471:031	0	0	0	0	0	0
ENSG00000005471:032	0	0	0	0	0	0
ENSG00000005471:033	0	0	0	0	0	0
ENSG00000005471:034	0	0	0	0	0	0
ENSG00000005471:035	0	0	0	0	0	0
ENSG00000005471:036	0	0	0	0	0	0
ENSG00000005471:037	0	0	0	0	0	0
ENSG00000005471:038	0	0	0	0	0	0
ENSG00000005471:039	0	0	0	0	0	0
ENSG00000005471:040	0	0	0	0	0	0
ENSG00000005471:041	0	0	0	0	0	0
ENSG00000005471:042	0	0	0	0	0	0
ENSG00000005471:043	0	0	0	0	0	0
ENSG00000005471:044	0	0	0	0	0	0
ENSG00000005471:045	0	0	0	0	0	0
ENSG00000005471:046	0	0	0	0	0	0
ENSG00000005471:047	0	0	0	0	0	0
ENSG00000005471:048	0	0	0	0	0	0
ENSG00000005471:049	0	0	0	0	0	0
ENSG00000005483:001	0	0	1	1	1	0
ENSG00000005483:002	8	6	8	3	7	5
ENSG00000005483:003	9	6	8	3	8	5
ENSG00000005483:004	9	7	8	4	8	5
ENSG00000005483:005	12	15	11	8	13	11
ENSG00000005483:006	116	156	149	116	124	134
ENSG00000005483:007	85	119	119	93	100	101
ENSG00000005483:008	51	60	67	46	58	65
ENSG00000005483:009	32	33	22	19	36	36
ENSG00000005483:010	0	0	0	0	0	0
ENSG00000005483:011	0	0	0	0	0	0
ENSG00000005483:012	56	56	59	36	56	59
ENSG00000005483:013	52	57	55	38	50	53
ENSG00000005483:014	136	176	178	132	161	153
ENSG00000005483:015	0	0	0	0	0	0
ENSG00000005483:016	78	120	113	79	92	98
ENSG00000005483:017	105	139	146	103	140	138
ENSG00000005483:018	82	109	114	81	104	106
ENSG00000005483:019	78	98	107	69	94	89
ENSG00000005483:020	180	225	227	155	198	199
ENSG00000005483:021	3	10	3	7	12	8
ENSG00000005483:022	0	0	0	0	0	0
ENSG00000005483:023	118	148	138	97	128	130
ENSG00000005483:024	109	122	128	78	100	117
ENSG00000005483:025	123	158	137	82	124	132
ENSG00000005483:026	58	93	74	44	80	70
ENSG00000005483:027	62	96	78	47	80	76
ENSG00000005483:028	92	157	116	90	123	119
ENSG00000005483:029	67	105	95	68	91	85
ENSG00000005483:030	86	125	114	70	97	106
ENSG00000005483:031	0	0	0	0	0	0
ENSG00000005483:032	86	113	121	68	96	110
ENSG00000005483:033	91	122	119	84	105	95
ENSG00000005483:034	110	118	145	85	110	103
ENSG00000005483:035	127	116	144	85	113	108
ENSG00000005483:036	109	102	117	73	104	101
ENSG00000005483:037	4	1	2	0	0	0
ENSG00000005483:038	79	79	78	63	82	88
ENSG00000005483:039	116	135	112	95	112	136
ENSG00000005483:040	167	259	180	193	178	202
ENSG00000005483:041	2	25	6	17	6	13
ENSG00000005483:042	114	155	163	138	154	143
ENSG00000005483:043	73	108	99	69	107	105
ENSG00000005483:044	51	80	77	48	83	81
ENSG00000005483:045	97	155	167	97	149	141
ENSG00000005483:046	59	86	90	54	81	73
ENSG00000005483:047	189	291	281	181	220	278
ENSG00000005483:048	56	94	87	49	60	71
ENSG00000005483:049	0	0	0	0	0	0
ENSG00000005483:050	78	137	123	76	84	99
ENSG00000005483:051	107	178	151	100	123	124
ENSG00000005483:052	78	98	105	62	72	69
ENSG00000005483:053	44	58	61	35	43	37
ENSG00000005483:054	15	33	27	18	6	7
ENSG00000005483:055	0	0	0	0	0	0
ENSG00000005483:056	0	0	0	0	0	0
ENSG00000005483:057	149	190	223	152	196	215
ENSG00000005483:058	89	106	112	76	96	107
ENSG00000005483:059	50	64	62	46	58	62
ENSG00000005483:060	447	572	586	402	528	528
ENSG00000005483:061	7	5	2	8	6	3
ENSG00000005483:062	10	9	4	13	10	4
ENSG00000005486:001	0	0	0	0	0	0
ENSG00000005486:002	0	0	0	0	0	0
ENSG00000005486:003	24	29	33	19	34	20
ENSG00000005486:004	26	31	36	22	37	21
ENSG00000005486:005	120	114	157	108	149	78
ENSG00000005486:006	134	113	161	111	139	81
ENSG00000005486:007	180	162	219	159	196	117
ENSG00000005486:008	0	0	0	0	0	0
ENSG00000005486:009	42	37	94	89	97	42
ENSG00000005486:010	309	234	340	266	352	211
ENSG00000005486:011	185	161	265	182	271	143
ENSG00000005486:012	144	128	243	147	237	128
ENSG00000005486:013	176	161	290	186	276	163
ENSG00000005486:014	12	7	12	2	3	1
ENSG00000005486:015	272	256	392	282	376	223
ENSG00000005486:016	423	379	521	400	546	292
ENSG00000005486:017	451	415	572	404	568	325
ENSG00000005486:018	292	268	401	289	397	218
ENSG00000005486:019	35	22	45	31	42	23
ENSG00000005486:020	1	0	1	1	1	1
ENSG00000005513:001	0	0	0	0	0	0
ENSG00000005513:002	0	3	1	1	0	0
ENSG00000005513:003	0	2	1	1	7	2
ENSG00000005513:004	0	3	0	0	4	1
ENSG00000005513:005	1	3	4	11	15	6
ENSG00000005513:006	0	0	0	0	0	0
